time.UTC,air.degC,slp.millibars,sst.degC,vwnd.m/s,wspd3.m3/s3,Year
1967-10-01,20.23,1015.06333333333,21.8066666666667,-1.41333333333333,387.666666666667,1967
1967-11-01,15.51,1018.82,18.86,-1.71,318.25,1967
1967-12-01,15.585,1009.77,15.555,6.51,2670,1967
1968-01-01,12.52,1010.5,15.025,-2.075,1270,1968
1968-02-01,10.87,1010.28333333333,13.4533333333333,-2.18,1759.5,1968
1968-03-01,12.22,1016.49,13.885,0.33,685.75,1968
1968-04-01,15.18,1018.53666666667,15.41,-4.32666666666667,733.5,1968
1968-05-01,21.2933333333333,1016,19.84,-3.18666666666667,275.166666666667,1968
1968-06-01,21.4466666666667,1015.20333333333,21.2133333333333,-4.32,673.166666666667,1968
1968-07-01,23.4233333333333,1011.75666666667,24.1333333333333,-3.94,249,1968
1968-08-01,23.105,1011.8,23.64,-2.49,371.5,1968
1968-09-01,23.47,1013.63,23.595,-0.47,386,1968
1968-10-01,17.3433333333333,1018.31333333333,19.5733333333333,-5.4,1096.5,1968
1968-11-01,15.7733333333333,1014.61333333333,17.1533333333333,-1.10333333333334,792.666666666667,1968
1968-12-01,11.2,1015.61,16.4766666666667,-7.14333333333333,2926.83333333333,1968
1969-01-01,8.54,1012.45333333333,14.0366666666667,-6.33666666666667,1852.5,1969
1969-02-01,9.93333333333333,1011.94,13.3366666666667,-1.09333333333333,1137.33333333333,1969
1969-03-01,11.3266666666667,1011.26,14.1533333333333,-3.22666666666667,575.833333333333,1969
1969-04-01,11.95,1019.01666666667,12.8533333333333,-0.88,709.833333333333,1969
1969-05-01,21.3533333333333,1015.17,19.5866666666667,0.82999999999999,219.5,1969
1969-06-01,21.8433333333333,1011.63333333333,20.9666666666667,0.64,256.666666666667,1969
1969-07-01,22.495,1017.22,23.11,-1.56,460.5,1969
1969-08-01,24.61,1009.31666666667,24.39,0.47,198,1969
1969-09-01,23.6466666666667,1018.23,22.69,-5.39666666666667,700.5,1969
1969-10-01,17.01,1018.88666666667,18.2966666666667,-6.97,1061,1969
1969-11-01,15.8433333333333,1016.71666666667,15.6166666666667,0.0100000000000005,1014.83333333333,1969
1969-12-01,14.675,1003.635,15.08,-3.91,1153.5,1969
1970-01-01,15.1766666666667,1013.45666666667,15.1333333333333,4.3,1425.25,1970
1970-02-01,12.0366666666667,1014.28666666667,16.0933333333333,6.88666666666667,1584.16666666667,1970
1970-03-01,13.0566666666667,1006.5,14.78,-1.40666666666667,1747.83333333333,1970
1970-04-01,17.89,1009.255,15.615,1.28499999999999,373.5,1970
1970-05-01,18.72,1015.35,18.555,-1.31,314.25,1970
1970-06-01,23.6866666666667,1016.27666666667,22.4266666666667,-1.76666666666668,131.333333333333,1970
1970-07-01,24.95,1007.52333333333,24.3766666666667,-4.89,466.5,1970
1970-08-01,23.825,1012.92,23.64,-3.27,361.75,1970
1970-09-01,21.615,1017.19,23.035,-5.08,431,1970
1970-10-01,16.5966666666667,1017.64666666667,18.1733333333333,-3.07,1219.66666666667,1970
1970-11-01,16.7933333333333,1015.03666666667,16.95,4.84,999.333333333333,1970
1970-12-01,12.04,1020.4,15.09,-0.24,915.5,1970
1971-01-01,11.13,1014.14,14.065,-5.415,1824.5,1971
1971-02-01,9.685,1010.61,14.325,-4.505,1284.25,1971
1971-03-01,13.0733333333333,1012.53666666667,14.3533333333333,-0.07,451,1971
1971-04-01,15.1533333333333,1014.13,14.52,-2.29,480.5,1971
1971-05-01,18.4566666666667,1015.13666666667,17.7366666666667,-1.63,155.666666666667,1971
1971-06-01,21.8666666666667,1013.76666666667,21.1233333333333,-0.74,269.666666666667,1971
1971-07-01,23.9966666666667,1011.87333333333,21.38,-2.00666666666668,253.166666666667,1971
1971-08-01,23.27,1012.91,22.23,-6.51,763.5,1971
1971-09-01,20.015,1019.66666666667,20.62,-3.91,489.5,1971
1971-10-01,17.1966666666667,1020.64666666667,18.4266666666667,-1.71666666666667,815.333333333333,1971
1971-11-01,15.14,1018.89333333333,16.35,2.68666666666667,319.166666666667,1971
1971-12-01,11.67,1019.85,14.69,0.00999999999999982,927.666666666667,1971
1972-01-01,9.25,1021.26,13.395,-3.475,883.75,1972
1972-02-01,8.40333333333333,1024.48666666667,12.1533333333333,-2.87333333333333,1175.5,1972
1972-03-01,10.12,1018.73666666667,13.56,-7.47,3909.33333333333,1972
1972-04-01,15.95,1008.00333333333,14.5866666666667,0.986666666666667,255.5,1972
1972-05-01,19.5933333333333,1013.59,15.69,-0.476666666666667,221.666666666667,1972
1972-06-01,23.4633333333333,1012.32333333333,20.91,-2.15333333333333,710.333333333333,1972
1972-07-01,25.5166666666667,1010.5,22.49,1.88,189.166666666667,1972
1972-08-01,25.7533333333333,1014.19,25.2233333333333,-3.97333333333333,448.5,1972
1972-09-01,20.8933333333333,1014.3,22.1866666666667,-1.97666666666667,486.166666666667,1972
1972-10-01,16.2566666666667,1016.33666666667,18.2333333333333,-2.77,805.833333333333,1972
1972-11-01,15.47,1018.90666666667,17.27,0.466666666666667,533.833333333333,1972
1972-12-01,11.945,1027.685,14.335,-6.79,1089.25,1972
1973-01-01,8.68333333333333,1018.19666666667,12.8233333333333,-2.94,1133.25,1973
1973-02-01,10.92,1015.99,12.7,3.25,1635.33333333333,1973
1973-03-01,10.1233333333333,1016.86666666667,12.5233333333333,-6.26,1902,1973
1973-04-01,16.3633333333333,1017.41333333333,14.6,3.80333333333333,422.166666666667,1973
1973-05-01,18.875,1016.3,18.75,-1.495,241.75,1973
1973-06-01,21.5266666666667,1017.48333333333,20.23,-1.06333333333335,146.5,1973
1973-07-01,24.33,1011.83666666667,22.5066666666667,-6.39333333333333,526.333333333333,1973
1973-08-01,23.06,1015.405,23.255,-5.3,628.25,1973
1973-09-01,22.2266666666667,1016.18,21.1633333333333,-3.94666666666667,766.833333333333,1973
1973-10-01,20.2666666666667,1016.33666666667,20.36,-5.165,1261,1973
1973-11-01,14.51,1020.94,16.63,2.51,1077,1973
1973-12-01,14.24,1017.955,17.485,4.26,908.25,1973
1974-01-01,9.33333333333333,1022.49666666667,13.62,-4.10666666666667,772.833333333333,1974
1974-02-01,11.0333333333333,1018.04666666667,13.9633333333333,-2.91,1045.83333333333,1974
1974-03-01,10.9133333333333,1019.07666666667,13.01,-7.48333333333333,1586.16666666667,1974
1974-04-01,13.62,1012.72,14.03,-1.54,689.5,1974
1974-05-01,18.78,1012.155,18.245,-0.425000000000014,438.25,1974
1974-06-01,21.7833333333333,1011.14666666667,19.55,-2.98333333333333,286.333333333333,1974
1974-07-01,23.82,1013.28,23.11,-5.34,834.5,1974
1974-08-01,22.715,1012.68,22.47,-6.195,633.75,1974
1974-09-01,21.88,1017.53666666667,21.3066666666667,-3.32,561.166666666667,1974
1974-10-01,16.8933333333333,1017.63333333333,20.97,-2.88,1426.16666666667,1974
1974-11-01,16.3,1017.84,19.12,-3.17,555.75,1974
1974-12-01,11.61,1022.39,15.37,-3.3,642.5,1974
1975-01-01,8.86,1025.045,13.48,-6.85,2435.25,1975
1975-02-01,9.31,1020.25,13.12,-3.32666666666667,969.333333333333,1975
1975-03-01,11.54,1013.05,12.3366666666667,2.04666666666667,1236.5,1975
1975-04-01,12.54,1017.14,12.8266666666667,-3.48666666666667,892.666666666667,1975
1975-05-01,20.115,1012.845,19.155,-0.75,126,1975
1975-06-01,17.2866666666667,1015.48666666667,20.5966666666667,-5.04,1032.16666666667,1975
1975-07-01,25.1833333333333,1010.28333333333,23.6666666666667,-4.89666666666667,493.833333333333,1975
1975-08-01,23.5,1012.77,23.17,-5.065,380.5,1975
1975-09-01,22.1733333333333,1018.39666666667,22.0533333333333,-5.2,653.166666666667,1975
1975-10-01,19.455,1021.31,20.07,-2.5,768,1975
1975-11-01,12.5466666666667,1012.77333333333,16.2166666666667,2.71,1419.33333333333,1975
1975-12-01,11.88,1016.8,14.87,4.49,1992.5,1975
1976-01-01,14.02,1012.02333333333,15.1266666666667,4.88,667.5,1976
1976-02-01,8.55666666666667,1021.04,11.9166666666667,-3.60666666666667,1030.83333333333,1976
1976-03-01,10.6,1018.315,13.19,-4.15,784.5,1976
1976-04-01,13.3233333333333,1013.83333333333,14.25,-2.6,530.166666666667,1976
1976-05-01,18.58,1016.04,16.69,-3.34,361.5,1976
1976-06-01,21.75,1015.005,20.69,-3.88,627,1976
1976-07-01,23.5,1009.47,22.7733333333333,-0.376666666666676,88.6666666666667,1976
1976-08-01,23.4133333333333,1016.045,23.6566666666667,-3.03666666666668,253.333333333333,1976
1976-09-01,22.7366666666667,1015.44,22.5,-0.703333333333352,116.166666666667,1976
1976-10-01,15.57,1017.22333333333,18.61,-3.86,1072.83333333333,1976
1976-11-01,15.29,1019.01,17.57,-1.19,726,1976
1976-12-01,14.195,1021.21,15.27,1.745,868.5,1976
1977-01-01,13.1133333333333,1016.24666666667,12.88,0.253333333333333,739.166666666667,1977
1977-02-01,12.12,1015.00333333333,12.9833333333333,0.313333333333333,519.666666666667,1977
1977-03-01,10.2433333333333,1025.425,13.2,-0.586666666666667,727.833333333333,1977
1977-04-01,14.8266666666667,1013.30666666667,13.74,-0.733333333333333,420.5,1977
1977-05-01,21.8,1014.98333333333,19.7533333333333,-1.04333333333333,244.166666666667,1977
1977-06-01,20.5,1012.15333333333,20.105,-4.48666666666667,383.833333333333,1977
1977-07-01,23.6433333333333,1013.06,23.3133333333333,-3.61000000000001,348,1977
1977-08-01,23.4133333333333,1014.74,24.0133333333333,-1.6,329.5,1977
1977-09-01,16.26,1022.86666666667,19.2933333333333,-12.1833333333333,4001.5,1977
1977-10-01,17.5166666666667,1018.67666666667,17.9666666666667,-0.29,574.833333333333,1977
1977-11-01,16.74,1016.8,17.01,0.98,621.5,1977
1977-12-01,6.92,1020.91,15.18,-7.655,2166,1977
1978-01-01,7.99666666666667,1021.23666666667,12.88,-8.78666666666667,2294.16666666667,1978
1978-02-01,14.235,1014.72,14.76,0.545,737.25,1978
1978-03-01,14.0833333333333,1014.95,15.45,-0.32,372.833333333333,1978
1978-04-01,16.86,1015.475,16.165,-0.12,318.75,1978
1978-05-01,18.3,1015.86,17.27,-3.12,354.25,1978
1978-06-01,21.4533333333333,1016.09333333333,19.43,-3.94666666666667,731.5,1978
1978-07-01,23.8233333333333,1014.55666666667,23.06,-1.88666666666667,306.666666666667,1978
1978-08-01,25.9166666666667,1018.49333333333,23.67,-4.44,422.5,1978
1978-09-01,21.14,1014.17,21.47,-2.89,507.5,1978
1978-10-01,17.62,1020.07,19.43,-4.54,1114,1978
1978-11-01,13.445,1025.005,16.56,-5.615,1131,1978
1978-12-01,11.4933333333333,1016.42666666667,15.6666666666667,-6.53333333333333,2118,1978
1979-01-01,12.0066666666667,1016.58333333333,14.38,0.56,591.833333333333,1979
1979-02-01,9.26333333333333,1016.57666666667,14.365,1.97,1336.16666666667,1979
1979-03-01,15.9933333333333,1012.33,14.17,1.735,546,1979
1979-04-01,14.3566666666667,1012.48,14.5133333333333,2.13666666666667,565,1979
1979-05-01,17.0933333333333,1015.13333333333,17.9333333333333,-2.44333333333333,321,1979
1979-06-01,23.3533333333333,1012.94666666667,22.3466666666667,-2.29,416.333333333333,1979
1979-07-01,23.3266666666667,1015.78,22.9133333333333,-1.14,309.333333333333,1979
1979-08-01,24.085,1012.095,23.795,-4.91,1101.75,1979
1979-09-01,22.2433333333333,1020.16666666667,22.14,-3.66333333333333,385,1979
1979-10-01,17.37,1018.36333333333,19.0433333333333,-2.99666666666667,1182.83333333333,1979
1979-11-01,16.35,1018.43,16.4666666666667,4.47,683.166666666667,1979
1979-12-01,15.1,1026.85666666667,13.3066666666667,-0.59000000000001,299.333333333333,1979
1980-01-01,10.04,1020.03,13.71,-1.8,1108,1980
1980-02-01,7.28666666666667,1021.19333333333,13.2166666666667,-9.40333333333333,2769.83333333333,1980
1980-03-01,10.5066666666667,1015.43666666667,12.7366666666667,-2.52666666666667,1238.83333333333,1980
1980-04-01,14.52,1013.79,14.38,2.1,747,1980
1980-05-01,17.6566666666667,1011.78333333333,16.6333333333333,0.37,282,1980
1980-06-01,21.695,1011.075,21.505,-0.87,254.75,1980
1980-07-01,25.66,1013.365,26.76,-0.905,257.5,1980
1980-08-01,24.42,1014.84,23.71,-5.72,1113,1980
1980-09-01,21.335,1017.37,21.995,-2.5,275.5,1980
1980-10-01,18.02,1014.16666666667,19.7666666666667,-1.36333333333333,564.833333333333,1980
1980-11-01,15.2,1019.36666666667,18.1133333333333,-4.65333333333333,1642.5,1980
1980-12-01,13.76,1015.44,16.25,3.79,1561,1980
1981-01-01,9.62,1012.205,12.105,-5.335,3357.5,1981
1981-02-01,7.32666666666667,1019.06666666667,12.25,-2.92,1354.75,1981
1981-03-01,11.92,1007.84,12.91,-0.623333333333333,650.666666666667,1981
1981-04-01,15.255,1015.64,14.805,-3.35,489.75,1981
1981-05-01,17.47,1013.39666666667,16.41,-2.73,966.5,1981
1981-06-01,22.23,1012.72,20.71,-2.65,657.5,1981
1981-07-01,24.6166666666667,1012.70666666667,23.02,-5.40666666666667,593.166666666667,1981
1981-08-01,24.09,1015.26333333333,23.5833333333333,-5.7,656.5,1981
1981-09-01,22.09,1014.26,22.1733333333333,-1.36000000000001,390.666666666667,1981
1981-10-01,21.3166666666667,1009.35666666667,21.5066666666667,2.58333333333333,500.5,1981
1981-11-01,11.925,1018.695,16.99,-0.150000000000014,900.25,1981
1981-12-01,14.1533333333333,1002.90333333333,17.4533333333333,8.41,1169.83333333333,1981
1982-01-01,8.73,1018.31666666667,15.8833333333333,-0.600000000000009,722,1982
1982-02-01,7.65666666666667,1019.92333333333,12.76,-2.89000000000001,922.333333333333,1982
1982-03-01,10.6666666666667,1016.79666666667,12.3366666666667,-0.95,909.333333333333,1982
1982-04-01,16.1266666666667,1015.11333333333,14.0933333333333,-1.76666666666667,245,1982
1982-05-01,15.3733333333333,1019.56666666667,15.5966666666667,-4.73,915,1982
1982-06-01,20.9666666666667,1017.33666666667,20.4033333333333,-0.293333333333343,235.166666666667,1982
1982-07-01,24.9466666666667,1015.07,21.9666666666667,-2.19666666666667,249.166666666667,1982
1982-08-01,22.815,1015.815,22.685,-3.545,426.75,1982
1982-09-01,22.835,1021.39,23.815,-3.615,487.75,1982
1982-10-01,20.1466666666667,1013.59666666667,20.33,-1.25666666666667,840.5,1982
1982-11-01,12.71,1020.86666666667,15.6,-3.08,717,1982
1982-12-01,12.3666666666667,1019.54666666667,13.9066666666667,1.03333333333333,1469,1982
1983-01-01,9.25666666666667,1016.86333333333,12.0866666666667,-1.65,1826.16666666667,1983
1983-02-01,8.93,1017.91,12.72,-1.62,2029.5,1983
1983-03-01,9.64,1021.18,13.11,-4.315,1338.5,1983
1983-04-01,13.94,1016.04,14.0333333333333,-1.56666666666668,140.5,1983
1983-05-01,19.3766666666667,1012.27333333333,18.1166666666667,-1.06,172.333333333333,1983
1983-06-01,21.895,1015.835,20.3,-0.815,307.5,1983
1983-07-01,25.87,1011.73,23.1133333333333,-0.93,273.5,1983
1983-08-01,23.4333333333333,1014.69333333333,22.8466666666667,-5.40666666666667,800.833333333333,1983
1983-09-01,21.345,1017.645,21.15,-5.91,1003,1983
1983-10-01,18.14,1018.08,19.5633333333333,-0.623333333333333,627.333333333333,1983
1983-11-01,16.73,1012.765,15.045,-2.12,789.5,1983
1983-12-01,13.7633333333333,1016.3,14.8966666666667,-0.526666666666667,611.666666666667,1983
1984-01-01,12.4566666666667,1018.97,15.2333333333333,-1.55666666666667,730.833333333333,1984
1984-02-01,10.92,1027.09,14.15,-5.995,922.75,1984
1984-03-01,12.7366666666667,1013.46,14.7333333333333,-1.42,897,1984
1984-04-01,13.4266666666667,1011.50666666667,15.1433333333333,-2.45666666666667,515,1984
1984-05-01,19.33,1011.905,18.03,-0.15,210.75,1984
1984-06-01,21.7866666666667,1015.43333333333,21.0166666666667,-1.59333333333333,315.666666666667,1984
1984-07-01,23.49,1013.665,22.73,-2.44500000000001,270.75,1984
1984-08-01,23.68,1014.92333333333,23.6266666666667,-2.81,281.5,1984
1984-09-01,23.575,1014.21,22.855,-0.525,289.75,1984
1984-10-01,20.9433333333333,1016.62333333333,22.8766666666667,-0.896666666666667,340.833333333333,1984
1984-11-01,15.975,1018.875,17.94,-1.15500000000001,585.25,1984
1984-12-01,11.96,1022.39333333333,15.47,0.00666666666666652,924.333333333333,1984
1985-01-01,10.1833333333333,1015.32,14.21,-5.25666666666667,2831.66666666667,1985
1985-02-01,9.1,1017.4,13.985,-1.55,1286.5,1985
1985-03-01,12.505,1016.465,14.71,-1.605,648,1985
1985-04-01,14.895,1013.375,14.885,-1.635,602.5,1985
1985-05-01,18.905,1013.595,18.185,0.34,175.75,1985
1985-06-01,21.98,1017.17333333333,21.56,-0.883333333333343,116.166666666667,1985
1985-07-01,23.9933333333333,1014.66,22.32,-4.16333333333333,375,1985
1985-08-01,24.485,1014.485,23.31,-4.725,493,1985
1985-09-01,22.4566666666667,1016.70333333333,22.69,-4.35666666666667,329.333333333333,1985
1985-10-01,18.1266666666667,1020.43666666667,19.6133333333333,-3.26666666666667,650.666666666667,1985
1985-11-01,11.96,1024.53666666667,15.6033333333333,-0.356666666666667,646.666666666667,1985
1985-12-01,11.6233333333333,1020.77,14.61,-4.76,1706,1985
1986-01-01,12.875,1016.555,14.325,5.1,869,1986
1986-02-01,13.38,1013.15333333333,13.25,0.24,821.166666666667,1986
1986-03-01,13.365,1016.115,14.85,0.33,1056.75,1986
1986-04-01,18.8,1017.95666666667,15.78,-0.985,215,1986
1986-05-01,18.2033333333333,1013.74,17.33,-3.93666666666667,628.333333333333,1986
1986-06-01,23.05,1010.57,21.6466666666667,-2.97666666666667,864.833333333333,1986
1986-07-01,24.855,1013.73,24.13,-1.395,236.5,1986
1986-08-01,24.41,1012.26,23.4766666666667,-5.31,886,1986
1986-09-01,24.6433333333333,1016.73,21.7466666666667,-3.56000000000001,667.75,1986
1986-10-01,18.6733333333333,1017.42,19.4733333333333,-2.36666666666667,681.166666666667,1986
1986-11-01,13.55,1024.64,17.015,-2.195,597.75,1986
1986-12-01,11.37,1022.96333333333,14.6166666666667,-6.19666666666667,1615.5,1986
1987-01-01,10.8066666666667,1016.02666666667,14.54,-3.54666666666667,1213.66666666667,1987
1987-02-01,10.1333333333333,1018.77666666667,13.0533333333333,-2.76666666666667,1333.5,1987
1987-03-01,9.50666666666667,1017.58333333333,12.32,-4.19333333333333,1133.16666666667,1987
1987-04-01,13.915,1015.995,13.67,-0.49,660.25,1987
1987-05-01,18.2,1012.245,16.07,-1.925,474.75,1987
1987-06-01,20.315,1017.255,20.325,-1.20500000000001,183.25,1987
1987-07-01,26.5633333333333,1015.40666666667,23.3,-6.5,607.166666666667,1987
1987-08-01,24.3966666666667,1013.88666666667,23.5166666666667,-4.05666666666667,446.333333333333,1987
1987-09-01,21.81,1018.9,22.16,-5.125,664,1987
1987-10-01,18.6133333333333,1019.95666666667,19.9566666666667,-3.91,511.666666666667,1987
1987-11-01,14.95,1017.31,16.7666666666667,2.03666666666667,267,1987
1987-12-01,9.91333333333333,1023.515,13.95,-4.24333333333333,663.333333333333,1987
1988-01-01,10.8,1018,13.705,-2.465,1257.25,1988
1988-02-01,10.6833333333333,1010.42666666667,12.7733333333333,0.73,1521.83333333333,1988
1988-03-01,10.0566666666667,1009.81,12.5866666666667,-1.29,1084,1988
1988-04-01,14.3233333333333,1013.93666666667,14.31,-2.55,658,1988
1988-05-01,18.4566666666667,1014.91,18.0466666666667,-5.02,874,1988
1988-06-01,24.15,1011.5,22.9866666666667,-0.606666666666667,173.833333333333,1988
1988-07-01,26.6466666666667,1011.91666666667,24.675,-2.89,372.166666666667,1988
1988-08-01,24.2766666666667,1012.53,23.8933333333333,-3.46666666666667,549.666666666667,1988
1988-09-01,23.09,1016.17,22.62,-3.025,384,1988
1988-10-01,19.1733333333333,1017.36333333333,19.3366666666667,-3.11333333333333,862,1988
1988-11-01,10.72,1020.16666666667,15.22,-3.41333333333333,1710.83333333333,1988
1988-12-01,12.91,1018.375,15.395,-2.08,875.5,1988
1989-01-01,9.13333333333333,1027.06666666667,11.37,-7.87666666666667,1538.16666666667,1989
1989-02-01,11.4633333333333,1022.69333333333,12.2266666666667,-0.206666666666667,778,1989
1989-03-01,13.5733333333333,1014.94333333333,13.6966666666667,-3.71333333333333,480.5,1989
1989-04-01,16.1866666666667,1007.20333333333,13.2633333333333,1.82666666666667,583,1989
1989-05-01,18.61,1016.27333333333,17.81,-0.973333333333333,503.333333333333,1989
1989-06-01,21.86,1013.33,21.31,-0.67,95.25,1989
1989-07-01,25.1533333333333,1014.045,25.0366666666667,-4.90333333333333,411,1989
1989-08-01,25.095,1011.135,23.915,-4.025,348.25,1989
1989-09-01,22.5,1013.46333333333,22.6766666666667,-0.273333333333333,423.833333333333,1989
1989-10-01,17.58,1018.70333333333,19.4766666666667,-1.87333333333333,681.166666666667,1989
1989-11-01,12.0466666666667,1020.04,16.1833333333333,0.726666666666667,676.666666666667,1989
1989-12-01,8.82666666666667,1014.02,14.685,-3.05666666666667,580.5,1989
1990-01-01,9.25,1024.12666666667,12.7966666666667,-0.0333333333333333,700,1990
1990-02-01,10.1366666666667,1022.87333333333,13.505,-5.38333333333333,947.166666666667,1990
1990-03-01,11.4233333333333,1022.45,12.8866666666667,-5.63333333333333,1561.66666666667,1990
1990-04-01,15.0266666666667,1015.61333333333,14.4033333333333,2.62,335.166666666667,1990
1990-05-01,16.3266666666667,1018.69,17.43,-0.953333333333343,305.333333333333,1990
1990-06-01,21.3433333333333,1012.33666666667,20.1466666666667,0.67,361.166666666667,1990
1990-07-01,23.9433333333333,1011.81333333333,24.1,-3.35,380.833333333333,1990
1990-08-01,24.175,1015.675,22.63,-3.45,415.75,1990
1990-09-01,21.895,1014.495,21.565,-0.135,276,1990
1990-10-01,18.5766666666667,1015.38,19.0166666666667,-1.15666666666667,1023.83333333333,1990
1990-11-01,17.2066666666667,1017.52333333333,17.64,0.646666666666667,577,1990
1990-12-01,11.93,1020.67666666667,15.92,-0.245,565.5,1990
1991-01-01,10.7266666666667,1023.54333333333,14.195,-0.735,1351.75,1991
1991-02-01,10.7133333333333,1020.53,14.9,-2.33666666666668,1212.16666666667,1991
1991-03-01,11.45,1015.67666666667,13.925,-5.83333333333333,578.166666666667,1991
1991-04-01,14.175,1015.535,14.63,-3.595,559.25,1991
1991-05-01,17.74,1009.76666666667,16.9266666666667,5.06666666666667,991.833333333333,1991
1991-06-01,21.6333333333333,1012.70333333333,20.81,-3.08333333333333,292,1991
1991-07-01,24.26,1010.47,23.6533333333333,-3.39,522.5,1991
1991-08-01,24.955,1013.155,24.18,-6.55,758.75,1991
1991-09-01,21.2333333333333,1016.60333333333,21.61,-4.03,867.666666666667,1991
1991-10-01,19.19,1017.98,19.6933333333333,-2.91333333333333,494.666666666667,1991
1991-11-01,15.7966666666667,1020.87666666667,17.785,1.43,1313.16666666667,1991
1991-12-01,8.52333333333333,1015.92666666667,15.1633333333333,-4.86666666666667,1907.33333333333,1991
1992-01-01,9.32333333333333,1028.25333333333,14.36,-5.63666666666667,2732,1992
1992-02-01,7.30666666666667,1020.36333333333,13.415,-4.09,1885.16666666667,1992
1992-03-01,9.79333333333333,1019.95,12.155,-2.88333333333333,1393.33333333333,1992
1992-04-01,14.5366666666667,1014.71666666667,14.755,0.913333333333324,276.666666666667,1992
1992-05-01,16.45,1014.68,15.95,-3.51,756.75,1992
1992-06-01,21.91,1008.31,20.39,-4.09,1297.5,1992
1992-07-01,23.3,1013.85,22.27,-6.275,774.25,1992
1992-08-01,24.16,1012.82,23.585,-6.665,492.75,1992
1992-09-01,22.1366666666667,1017.97333333333,22.0466666666667,-3.39666666666667,666.666666666667,1992
1992-10-01,20.78,1014.87666666667,21.18,2.32666666666667,456.833333333333,1992
1992-11-01,15.2433333333333,1014.78666666667,18.21,-0.873333333333333,1153.5,1992
1992-12-01,9.80666666666667,1022.11,15.4933333333333,-5.58333333333333,1769.66666666667,1992
1993-01-01,9.09666666666667,1022.87333333333,14.6333333333333,-8.15666666666667,2499,1993
1993-02-01,7.195,1023.125,13.95,-7.505,2164.5,1993
1993-03-01,7.71666666666667,1015.77333333333,12.75,-2.79000000000001,856.833333333333,1993
1993-04-01,14.08,1013.645,13.61,1.92,384,1993
